title_review,country,date,avp_badge,review_text
Becoming a really great woman,Italie,30 décembre 2018,Achat vérifié,"

  I enjoyed every single word ‘cause she tells her story and the country’s one as well letting the reader get what counts to be got.Thank you Michelle for writing it.

"
"Received soft bound , pirated copy.",Inde,8 mars 2019,Achat vérifié,"

  Ordered hardcover but received soft bound, corner bent. 100% sure it’s a pirated copy given the print and quality. Like the ones sold roadside

"
Capa dura não vale a pena,Brésil,13 octobre 2020,Achat vérifié,"


  Your browser does not support HTML5 video.


   Paguei pelo livro de capa dura e a capa dura é  em branco e com um acabamento bem precário. O que deveria ser a capa, é um papel bem fininho que vem envolvendo a capa dura, muito mais frágil que uma capa comum normal.

"
"An incredibly detailed, and graciously written memoir!",Canada,5 mai 2019,Achat vérifié,"

  Her honesty and never-wavering positive attitude regardless of the situation were inspirational. I hope that I get to see another First Lady like her in my lifetime!  A must-read for all young women looking for some kind of inspiration and for young men on how to respect and honour women.

"
Excelente regalo,Espagne,21 décembre 2018,Achat vérifié,"

  El libro es muy interesante y para nosotros que como familia admiramos mucho a Michelle Obama fue un gran descubrimiento

"
Great book,Canada,11 novembre 2020,Achat vérifié,"

  Got this so long ago and I gotta say it’s such a great read. I don’t read a lot tbh but when I was reading this book it is as if Michelle Obama was taking to me. Touched on so many issues she has faced in life and very honest.

"
¡El mejor libro!,Mexique,5 septembre 2020,Achat vérifié,"

  Es el mejor libro que he leído en toda mi vida. Definitivamente lo recomiendo mucho, en especial la versión en inglés.  El libro es fácil de leer porque pareciera que Michelle Obahama te está platicando todo. ¡Excelente libro!

"
Christmas gift,Canada,26 décembre 2019,Achat vérifié,"

  This book was purchased as a Christmas gift for my mum who is a big Michelle Obama fan.

"
"My best read in a long time. Moving, unpretentious, informative.",Canada,23 novembre 2018,Achat vérifié,"

  When you read a book you have certain expectations. You expect to be entertained. You expect to be informed. Michelle delivered, I even had a few good belly laughs.

"
testo inglese,Italie,10 janvier 2019,Achat vérifié,"

  Ottimo per esercitare la comprensione della lingua inglese anche per chi ha competenze medie

"
Buen libro,Mexique,23 mars 2020,Achat vérifié,"

  Es un libro muy inspirador, bien redactado, con datos interesantes y fácil de leer. Lo recomiendo mucho.

"
Do not like,Canada,8 janvier 2020,Achat vérifié,"

  Every success is hard earned by them or their family, and every trouble that their people have is other's people's fault. Well written.

"
Muito bom,Brésil,1 janvier 2020,Achat vérifié,"

  Inspirador e cativante. O tipo de livro que humaniza uma pessoa importante como a primeira dama, te faz querer ser uma pessoa melhor e ainda tem vários fatos curiosos sobre a vida na casa branca.

"
Great book. Very inspiring.,Canada,2 septembre 2019,Achat vérifié,"

  This book was very well written.What an amazing woman, with a great story to tell.Michelle Obama did just that.

"
Worth the Price.,Inde,16 mai 2019,Achat vérifié,"

  Haven't read it yet,but the book is beyond expectations! The size is bigger than an average novel book. The quality of paper and pictures are Superb! Can't wait to read the whole thing.

"
"Awesome, insightful and inspiring",Australie,16 février 2019,Achat vérifié,"

  A wonderful insight to the life of young extraordinary woman who has achieved such a lot with her determination and perseverance as First Lady but is still a personable woman who a lot of people are able to relate to. I really enjoyed this autobiography.

"
Diappointment by Amazon.,Inde,19 février 2019,Achat vérifié,"

  Disappointed two times for the same reason.Both times I had order this book in hardcover format but every times I got a third quality paperback format.

"
Insights | Inspiration | Becoming,Canada,30 décembre 2018,Achat vérifié,"

  A brave, honest and inspiring memoir. The title reveals the theme, Michelle sees her life as a journey of becoming. It’s a theme that connects with me. Excellent book.

"
You Go High,Canada,6 avril 2020,Achat vérifié,"

  They go low, You go highWords to live by from an amazing woman and role model.

"
"Excelente calidad-precio, entrega inmediata.",Mexique,5 juin 2020,Achat vérifié,"

  Físicamente todo bien, si buscas libro de pasta dura. Mi compra es de marzo y todo en buenas condiciones. El texto es en inglés😌me llegó muy bien de tiempo ...

"
Becoming,Canada,21 septembre 2019,Achat vérifié,"

  An amazing read! Michelle Obama is such an inspiration.  She worked so hard to be true and to make a difference in our world.  I hope she realizes her real success- she has made a huge difference to sooooo many!

"
Amazing book,Canada,11 septembre 2019,Achat vérifié,"

  I totally loved this book by Michelle Obama. It gives so much insight into her as a person, her family and also the former president. Both Michelle and Barack are totally inspiring people.

"
Excellent,Australie,11 juin 2020,Achat vérifié,"

  What. a wonderful story.  After reading this. book I understand. the trials the Obamas went through to get to where they are.  Amazing.

"
Disappointed,Canada,7 août 2019,Achat vérifié,"

  The book arrived, we opened it - the front cover was stuck to the next page and when carefully tried to open it, it tore!

"
An excellent read.,Australie,24 août 2019,Achat vérifié,"

  This was a very interesting read about the life of an incredible woman. We should all try to have a bit of Michelle Obama in all of us. It’s a pity she’s not interested in politics as I think she would make an incredible leader.

"
Becoming,Inde,16 décembre 2018,Achat vérifié,"

  Cover on the book and  the details narrated all first hand information. Excellent Book and to be read by everyone!

"
Totally satisfied 😉,Inde,11 août 2019,Achat vérifié,"

  I wanted to purchase it since a long time but it was too expensive but finally I found this at Amazon and I'm so thankful for this the book quality is good of course the language and the content of the book is great but saying about the material and quality with reference to price is a great deal!Grab this now!!!

"
Inspiring,Australie,28 décembre 2018,Achat vérifié,"

  Red and blue...... damned with it damned without it. Glad I live under the Westminster code of politics and that my country constantly works to disarm gun users.Shame on America for their acceptance of the slaying of schoolchildren.

"
Inspirational,Inde,11 mai 2019,Achat vérifié,"

  So much to learn from this book. It's a must read book. With right amount of love,hope, determination and courage there is nothing that can't be achieved.

"
Una lectura obligatoria,Espagne,9 août 2020,Achat vérifié,"

  Michelle nunca defrauda.Tardó un poco en llegar desde UK ya que pedi la versión en inglés, pero mereció la pena.

"
Loved it.,Inde,22 février 2019,Achat vérifié,"

  Loved the book. It's an easy interesting read. Bought it at a majorly discounted price and received a perfectly good copy.

"
"Review for book ""Becoming""",Inde,2 octobre 2019,Achat vérifié,"

  Good read. Gives a great insight Michelle Obama's personal life and the struggle that Obama family had to family as the first African American family in white house.

"
Good one :),Allemagne,14 octobre 2019,Achat vérifié,"

  Very good package, hard cover, arrived on time.I really like the way she write, amazing travel to other world.I recommend.

"
Told quite personally,Inde,9 juin 2019,Achat vérifié,"

  The language is fluid, story is flowing. The content gives a feeling of sincerity. The objective is to encourage the genext for a better world.

"
Good service by amazon,Inde,21 mars 2019,Achat vérifié,"

  Every man and woman should read this book. her story is very inspiring. Writing style is mesmerizing. The condition , paper quality of the book is good.

"
Great read,Canada,17 décembre 2018,Achat vérifié,"

  Great read!  It’s a page turner.  Right for the start of the book it captures the reader and takes you through her journey of ‘becoming’ - you experience her highs and lows and how she stays the course in her way.  Very inspiring

"
Just - really good.,Australie,22 décembre 2018,Achat vérifié,"

  I love the way she kept partisan politics out of it almost entirely. What a lovely woman, what a lovely family.

"
A good read,Inde,17 août 2019,Achat vérifié,"

  Just started reading the book and it is really a great take on life after being the first lady and her journey

"
Loved it!,Canada,10 janvier 2019,Achat vérifié,"

  It was just so great to look at such a well known family and see what their daily life was really like.  They are such a warm and loving family and this book showed that.  It also showed that they had issues like every day people.  Loved it.

"
Just amazing,Allemagne,8 mars 2019,Achat vérifié,"

  Beautifully told, bold story of her life. Becoming her, becoming them and becoming more. I will never forget it. Finally!

"
Interessante,Italie,29 mars 2019,Achat vérifié,"

  Comprato per effettuare un regalo. Mi è stato detto che è molto interessante, e comodo per allenarsi con l'inglese.

"
Interesting & very well written book.,Inde,18 mars 2019,Achat vérifié,"

  Very interesting read! It is a very well written book and gives an insight into the life of Michelle Obama & Barack Obama. Right from her childhood to the time she met him and also their time in the White House.

"
It was a great time to be hopeful,Canada,14 janvier 2019,Achat vérifié,"

  Recounting his rise to power brought me to tears as it filled me with the same hope it mustered up in me 10 years ago. And then the end filled me with the utter disbelief of what happened two years ago. Thank you for becoming the most gracious, intelligent and caring first family I have seen hold office.

"
A good read.,Inde,26 mars 2019,Achat vérifié,"

  She is fascinating, strong, intelligent & has such a good sense of humor.

"
A true insight,Australie,31 août 2019,Achat vérifié,"

  A true insight in to her life which kept me thoroughly entertained. I found myself constantly going to rewatch the different events along the timeline to fit everything together which was a lot of fun. Had me obama obsessed for a good while!

"
A Great Book,Canada,6 décembre 2018,Achat vérifié,"

  I got this Book through Amazon fresh off the press.I am so inspired by Michelle Obama's honesty, history and perseverance.

"
Inspiring,Allemagne,20 juin 2020,Achat vérifié,"

  A great, humbling & inspiring book! There is something about Michelle Obama’s story that pushes you to rethink your own becoming. Or it did so to me.“Becoming is never giving up on the idea that there’s more growing to be done.”

"
A terrific read.,Canada,16 avril 2019,Achat vérifié,"

  This is a great book.....very well written with very interesting stories and accounts of her life...loved it.

"
A relevant book everyone should read in this disheartening time in the US,Canada,3 juin 2019,Achat vérifié,"

  I have always been a very proud and thankful Canadian.  After reading this book I feel empathy and sympathy for those Americans who are still proud and and thankful to be be American in these most trying of times.  Thank you Michelle Obama for letting me into your world.

"
Difficult to put down once you start reading,Inde,30 août 2019,Achat vérifié,"

  One of the most honest, candid and inspirational books I've read.

"
Me encantó !,Mexique,30 juillet 2020,Achat vérifié,"

  Me encantó! Es una mujer increíble que ha sabido dejar su huella en el mundo. Muy inspirador

"
Inspiring. Gives me hope,Canada,24 juillet 2019,Achat vérifié,"

  I was reluctant to buy this book because I am a bit sceptical about famous people writing about themselves. But I am glad I did.Thanks for sharing, Michelle. And thanks for all your efforts and drive to create a more just and equitable world.

"
Good Book,Canada,26 mai 2020,Achat vérifié,"

  This book was good. I like Michelle's writing style and story telling.

"
Insightful,Canada,24 janvier 2020,Achat vérifié,"

  Full of fascinating stories and events. Very honest and open, hard hitting, and frank. A lot of meaning in the whole book. Gives you a lot to think about. Great to read about a strong female role model who is very inspiring

"
Must read especially for the gen next!,Inde,21 juin 2019,Achat vérifié,"

  What an amazing journey and narratiion of her story!!Totally inspiring!

"
ThAnks Amazon,Inde,1 juillet 2019,Achat vérifié,"

  I always wanted to know about her...I was finding this book for my daughter

"
Stunning,Canada,17 janvier 2019,Achat vérifié,"

  Brilliant woman, brilliant book. We should all be so lucky to be half the woman Michelle Obama has become. We can try.

"
Becoming,Australie,18 août 2020,Achat vérifié,"

  An amazing book . It’s message amplified by Michelle’s reading. Strongly recommend everyone to read it. It gives me hope that the USA will someday soon forget the bigotry of the current President and move forward into a better future.

"
A must-read for those who dare to dream of the world as it should be,Canada,26 avril 2019,Achat vérifié,"

  A truly honest and inspiring story of rising above expectations, of uplifting optimism for the future and of dignity and grace above all. Thank you.

"
Becoming,Canada,2 avril 2020,Achat vérifié,"

  Great read.  I felt like I got to glimpse into the thoughts, experiences and aspirations of a very interesting, contemporary woman.  Sure wish she would consider running...

"
Becoming,Espagne,19 juin 2019,Achat vérifié,"

  El libro es fenomenal, mi encanta, Michelle es totalmente normal. Muy muy interesante.

"
I had high expectations from this book...,Canada,18 avril 2019,Achat vérifié,"

  ...and it did not disappoint. Entertaining, well-written, inspiring, and hopeful. I recommend this read to every woman, especially women of colour.

"
An inspirational good read,Inde,22 mai 2019,Achat vérifié,"

  Admire her intelligence,sense of social responsibility,determination and drive to rise above racial disrimination and achieve in her own right...not just as second fiddle to her husband...truly inspirational!

"
Gift,Canada,4 août 2019,Achat vérifié,"

  No idea

"
Very interesting,Canada,6 décembre 2019,Achat vérifié,"

  May be Canadian, but was very proud to have seen this woman at work.

"
Did not give hardcover which I ordered,Inde,22 février 2019,Achat vérifié,"

  I actually ordered the hardcover but got paperback instead which I didn’t want.

"
A must read,Inde,13 janvier 2019,Achat vérifié,"

  Spent a week in reading the whole book. A must read. Felt little overwhelmed by repetitive details.

"
Knowing Michelle :),Inde,22 février 2019,Achat vérifié,"

  Felt like walking the years side by side with Michelle since her childhood. The amount of detailing makes it feel real and believable. It's a story worth indulging in to understand the world from her perspective and experiences.

"
Book so good had to read it twice!,Inde,10 janvier 2019,Achat vérifié,"

  Mrs. Obama is an inspirational women! What a joyful ride it has been reading through the pages of her amazing life!

"
Loved it and lost it.,Canada,2 avril 2019,Achat vérifié,"

  I pre-ordered.  Got a first edition.  I loved this book.  Someone else must also have loved it because they took it. Grrr!!!  Now I have to try buy it again!!!!

"
truly inspiring and soulful,Inde,6 janvier 2019,Achat vérifié,"

  an ordinary person who found herself on xtraordinary journey: a book that strengthens you...your story is never done its always evolving ...

"
Inspirierend,Allemagne,23 août 2019,Achat vérifié,"

  Tolles Buch einer tollen Frau. Engagiert, eine sympathische Aktivistin für Frauen und Chancengleichheit.

"
Prestigious journey of an intelligent woman,Inde,11 février 2019,Achat vérifié,"

  Beautiful and honest book

"
Did NOT arrive damaged,Canada,15 avril 2019,Achat vérifié,"

  This product arrived to me undamaged (I think that is the most useful thing to say for this product review). Bought it for my sister, she enjoyed the book

"
Großartige Frau und ein großartiges Buch,Allemagne,25 mars 2019,Achat vérifié,"

  Ich finde das Buch unglaublich gut geschrieben. Mir war es wichtig das Buch auch in der Originalsprache zu lesen. Wunderschön und kann es jedem ans Herz legen. Eine wirklich schöne Seele; dies kann man in jeder Zeile dieses Buches herauslesen. Ich bin wirklich ein großer Fan von Michelle Obama!

"
Bel racconto e buona classe di inglese!,Italie,9 août 2019,Achat vérifié,"

  Mi sta piacendo molto, sia il racconto sia la scrittura, fluente e con giochi di parole e modi di dire americani che stimolano moltissimo la curiosità di non madrelingua inglese.

"
Takes your breath away!,Canada,1 mars 2020,Achat vérifié,"

  What can one say about Michelle Obama that has not been said? Awesome presence and a formidable First Lady of The World.  A superb read and can't wait for her to visit my town.

"
Da leggere!,Italie,28 septembre 2020,Achat vérifié,"

  Mi è piaciuta molto questa biografia! È origine, ispirazionale e vengono trasmessi dei bei messaggi. La consiglio vivamente!

"
Happy,Canada,10 novembre 2019,Achat vérifié,"

  A wonderful book. I've been wondering if she will run for president.

"
Very readable and informative,Canada,17 janvier 2019,Achat vérifié,"

  The book is well written and informative. It is an easy read. Only regret is that there isn't that much about her feelings about the current occupant of the White House.

"
Reading this book was an experience of what it really means to make a difference!,Canada,16 mars 2019,Achat vérifié,"

  I really loved this book! Besides being well written I felt like I was a part of a conversation with Michelle Obama and was invited into her world with all it's twists and turns. I have tremendous respect for this woman and I believe her story is an inspiration to women everywhere, yes we can!

"
Inspirational.,Canada,8 février 2019,Achat vérifié,"

  In times such as these this book is a true gem. Moving, inspiring and an excellent read. So well written. Brought me to tears several times.

"
Good read,Inde,16 mars 2019,Achat vérifié,"

  Awesome book! Beautifully elucidated her struggles and perseverance. Her determination to overthrow the thoughts and lewd remarks  made on the so called vulnerable blacks. Her relationship with  parents and Obama are absolute! Good to  read

"
love it,Canada,29 septembre 2019,Achat vérifié,"

  I loved this book. Well written. Tells all about her early days as well.

"
"She can write, she can lead, oh Michelle, why won’t you run from President",Canada,30 novembre 2018,Achat vérifié,"

  An amazing book about an amazing life and yet it is written in a way that her story is relatable to everyone’s life because she focuses on the daily decisions and the detail of colour of everyday life.

"
Great read,Canada,23 août 2020,Achat vérifié,"

  Great read! Read it over a holiday on the beach.

"
Becoming,Canada,27 janvier 2019,Achat vérifié,"

  Analytical and transformative .  Everyone should read this book, it would leave you inspired and yearning to be more of who you are.

"
Great read,Canada,28 novembre 2018,Achat vérifié,"

  Michelle Obama is very candid in this book about her upbringing and courtship with Barack Obama.I'm only halfway through and I've already cried many times. So touching.I will read this book over and over!

"
As promised,Inde,18 novembre 2018,Achat vérifié,"

  As promised

"
Excellent Read ...,Canada,23 juin 2019,Achat vérifié,"

  I thought the  book was fascinating  I didn't want to put it down.  Very nice to see a politician and family who are good honest people.  I'm Canadian myself and so frightened of the current man in the White House.  So sad to see him undoing the good work of  Obama!

"
Prima,Allemagne,13 septembre 2019,Achat vérifié,"

  Goed boek om een keer te lezen maar heb hem al inmiddels verkocht - een keer was genoeg!

"
Muy lindo libro,Mexique,8 septembre 2020,Achat vérifié,"

  Un  libro muy empoderador. Muy interesante de leer , si lo recomiendo. Se lo compre a mi mamá en fisico para su cumpleaños.

"
Great lady,Canada,27 juin 2019,Achat vérifié,"

  I am enjoying this book. I  feel like I am learning about a friend. Well written.

"
A Wonderful Biography,Canada,31 juillet 2019,Achat vérifié,"

  Sweet, humble and joyous.  The best biography I have ever read!  A must-read!

"
Great Read,Canada,24 février 2020,Achat vérifié,"

  Wonderful read regardless of your political affiliation. An interesting love story from youth to the White House. No hesitations recommending this great book.

"
Amazing Amazing Book!,Inde,24 janvier 2019,Achat vérifié,"

  started from the back of my mind this book ended up inside my heart. The writing of this book is simple and shows ingenuity. Its remarkable how smoothly she can express her experiences in simple words.

"
Some book!,Inde,19 avril 2019,Achat vérifié,"

  Very good book that everyone should read. Helps to select our politicians better.

"
A Very inspiring read,Canada,4 février 2019,Achat vérifié,"

  Reading “Becoming” touched my very being. As a North American Indian many of Michelle Obama’s life stories are mirrored in my own life. The many initiatives she worked on makes this great grandmother have hope for our society and coming generations (now I’ll go and read again)

"
Integrity,Canada,16 mars 2019,Achat vérifié,"

  Michelle Obama's BECOMING is true grit.Humble and sincere is rare these days.Thank you for sharing your experience.It is a gift.

"
a remarkable & outstanding woman,Australie,27 septembre 2019,Achat vérifié,"

  I have learnt so much from this wise and intelligent lady with great virtue - as she is a woman of intellect and knowledge, so I would recommend this book to anyone.

"
I have only heard good things about this book,Canada,15 juin 2020,Achat vérifié,"

  This is a good book, I'd recommend it when it's on sale though :D

"
Great read!,Canada,26 septembre 2019,Achat vérifié,"

  I love her!  It’s so nice reading about her life and how she became the wonderful woman she is.

"
poor quality,Australie,20 décembre 2019,Achat vérifié,"

  The paper’s quality and print of this book are awe full and unacceptable. I have never bought a book with so poor quality. I could not believe that a book with this bad quality could be sold on Amazon.

"
A wonderful and inspiring book,Inde,14 janvier 2019,Achat vérifié,"

  A book which sends out a big message: a humble background, hard-work and positive spirit can take you wherever you want to be!!

"
Great!!!,Canada,2 avril 2019,Achat vérifié,"

  Excellent price and product! The regular price is $40 and on Amazon is just $20. I strong recommend it

"
Amazing. Must read!,Canada,13 juin 2019,Achat vérifié,"

  Honestly I just got this yesterday and I’ve read the first 30 pages. I just have to say that this is one of the best books I’ve read in a long time. Michelle captures the essence of what life really is in her book and it’s truly magnificent

"
Highly enjoyable.,Canada,6 juin 2019,Achat vérifié,"

  Michelle's writing is easy to read and she gives you a good feel for her life leading up to the whitehouse. It makes me admire her even more.

"
Read,Inde,3 janvier 2020,Achat vérifié,"

  Though everything is good book is in good condition, received in time.... I got 2 bills which were meant for other books and included in my package... may be this is tax evasion??

"
Positives Denken führt zum Erfolg,Allemagne,15 janvier 2019,Achat vérifié,"

  Sehr anschaulich und lebendig geschrieben. Der Aufstieg einer african-american Familie und die damit verbundenen Risiken.

"
Come da descrizione articolo arrivato prima del previsto,Italie,4 juin 2020,Achat vérifié,"

  Come da descrizione articolo arrivato prima del previsto

"
Dented.,Inde,4 octobre 2019,Achat vérifié,"

  Book is great.It's dented though, Amazon should deliver it neatly.

"
Love Michelle Obama,Canada,7 janvier 2019,Achat vérifié,"

  I am still reading this book before bed and love the way it is written. This book is a good read.

"
Christmas Gift,Canada,8 janvier 2019,Achat vérifié,"

  Was purchased as Christmas gift for someone....arrived on time.Would never buy a Trump book

"
Good book,Canada,7 août 2019,Achat vérifié,"

  I purchased this book as a birthday gift for my wife.  She loved it!

"
Super look,Inde,11 novembre 2019,Achat vérifié,"

  Nice hardcover book. I have yet to complete my reading

"
Great delivery! Can’t wait to read!,Canada,11 janvier 2019,Achat vérifié,"

  I bought sth else to make my purchase over $25 and got one-Day delivery service. It’s pretty good!I’ve been looking forward to this book for so long!

"
High Quality,Canada,7 juin 2020,Achat vérifié,"

  I have only just started to read but feel strongly it will deliver a high quality read.  The delivery of the book (download) was super fast.

"
Inspiring,Espagne,1 octobre 2019,Achat vérifié,"

  Learning about Michelle Obama's Background and her parents' struggle to take her and her brother to university. Neatly written with the right pinch of irony. I will read it again.

"
Great book!,Canada,5 décembre 2020,Achat vérifié,"

  This book is very well written, drawing the reader into Michelle's life. I am enjoying reading it.

"
Inspiring and daunting,Canada,29 janvier 2020,Achat vérifié,"

  I have learned so much in reading this book. For this 77-year-old woman, Michelle Obama is a hero and a role model. Onward and upward, I say to myself. I've miles to go before I sleep.

"
Boring,Canada,17 juillet 2019,Achat vérifié,"

  Her time in Washington was a boring 1/2 of this book.

"
Good Read.,Inde,25 novembre 2019,Achat vérifié,"

  Not up to expectations, but readable, fluid expressions. Simple language.

"
Inspirational.,Canada,15 mai 2019,Achat vérifié,"

  This autobiography is inspirational - especially for the disadvantaged in any way. The author is self-effacing , humble and has a great sense of humour.

"
Más reciente favorito,Mexique,21 mars 2020,Achat vérifié,"

  Me encanta. Real, inspirador y honesto

"
Ready for BECOMING,Mexique,2 décembre 2019,Achat vérifié,"

  El primer pedido no me llegó entregaron en otro lugar pero Amazon me respondió fueron muy atentos y solucionaron el problema muy rapido. Hoy domingo recibí mi libro en perfectas condiciones. Féliz y lista para disfrutarlo.

"
Worth holding this book in your hands,Canada,17 mars 2020,Achat vérifié,"

  We don't often buy physical books anymore but this onr was worth it.

"
Rise above restrictions,Inde,25 janvier 2020,Achat vérifié,"

  Mrs.Michelle Obama's life story instills courage in us to face the hard restrictions in the society and succeed beyond limitations ❤️. A book worth reading.

"
"Good book, but don't buy this version",Canada,24 décembre 2018,Achat vérifié,"

  Worth noting that Amazon CA for reasons unknown sells the LARGE PRINT version as the standard paperback version. I bought a copy for my wife and frankly it's a joke - I can't give her this!

"
Buena edición y encuadernación,Espagne,14 janvier 2019,Achat vérifié,"

  Es una edición muy buena, pero el libro es un poco caro; supongo que con el tiempo bajará un poco el precio. No obstante esto, estamos muy contentos con la compra.

"
Amazing book,Mexique,9 avril 2019,Achat vérifié,"

  Becoming is a great book where we can go through the path of Michele Obama during her life and how she managed all the changes and challenges with incredible results,without doubt ,it is an inspiring lecture especially for women.

"
Recommended,Inde,22 juillet 2019,Achat vérifié,"

  I liked it very much for the simple reason that it is well written. However last few pages disappointed me. Hence 4_star rating

"
Prompt delivery,Canada,31 mai 2020,Achat vérifié,"

  Arrived on time. Can’t expect more than that!

"
Maravilhoso!,Brésil,19 décembre 2018,Achat vérifié,"

  Maravilhoso o livro.  Ainda não terminei mas estou amando cada capítulo. Sou fã dessa mulher.

"
Inspiration for everyone,Allemagne,30 mars 2019,Achat vérifié,"

  I strongly recommend this book to everyone and specially to all woman's. Michelle speaks from the bottom of her heart, I have the filling I know her, I am her! Thank you, Michelle, for improvement and inspiration!

"
Fascinating,Canada,6 mars 2020,Achat vérifié,"

  An honest description of a real person's experience in an extraordinary set of life circumstances.

"
Great book,Canada,28 juin 2019,Achat vérifié,"

  Great book. Still working on it. Definitely recommend it to anyone.

"
Excellent,Canada,3 janvier 2019,Achat vérifié,"

  Thoroughly enjoyed.  Thank you for your insite into life the White house . A powerful 8 years. Though politically done,  you have masses more you can do people will listen.

"
Book worth your time,Inde,18 juin 2019,Achat vérifié,"

  Book worth readingDid not complete it so farThe perspective is really beautiful

"
Works very well.,Canada,9 août 2019,Achat vérifié,"

  It works amazingly well—coes apart easily and stores neatly.

"
becoming,Canada,29 janvier 2019,Achat vérifié,"

  best book I read in awhile , very captivating love it and would recommend it to anyone

"
Excellent memoir.,Canada,16 novembre 2019,Achat vérifié,"

  I learned a lot and restored my belief in mankind.

"
Becoming,Inde,30 novembre 2018,Achat vérifié,"

  The book is so beautifully sculpted, it left me speechless. Michelle Obama is a real person with perfection even in her flaws .

"
bel libro ma in lingua inglese,Italie,15 janvier 2019,Achat vérifié,"

  reso senza alcun problema causa mio errato acquisto per lingua errata

"
Humanity confirmed,Canada,20 mars 2019,Achat vérifié,"

  Just when you think all humanity has been lost in politics, this book comes along and gives hope.  A must read to confirm your faith in the future.

"
One of the best,Mexique,13 janvier 2020,Achat vérifié,"

  It's a great book, currently one of my favorites.

"
Great read,Canada,9 septembre 2020,Achat vérifié,"

  A very good book. Suggested read for everyone.

"
Awesome book,Canada,29 octobre 2019,Achat vérifié,"

  Wonderful book a grade a ride or just like the woman herself

"
I love the Obama family!!,Canada,21 janvier 2020,Achat vérifié,"

  Michelle is a phenomenal woman! A global treasure!!  Practically perfect in every way!

"
Knew nothing - loved everything about her,Canada,28 décembre 2018,Achat vérifié,"

  Do not follow politics. Am not American. Knew little about Obama’s - absolutely LOVED THIS BOOK.

"
Interesting first half,Canada,12 avril 2019,Achat vérifié,"

  Stopped reading part way through when it got a little boring.

"
Amazing book!!!!,Inde,11 mai 2020,Achat vérifié,"

  Loved the book which gave a peak into what the Obama's are as human beings. The journey of her life so beautifully written, giving an understanding of her ideas and idealogy.

"
"Inspiring, moving, funny... loved it!",Italie,20 janvier 2019,Achat vérifié,"

  For anyone interested in reading about the best America has to offer, the American dream comes true in this memoir. Once you read it, you will never doubt the possibility of change.

"
Becoming,Canada,13 janvier 2019,Achat vérifié,"

  A well written book. Enjoyable reading. Up front view of the author’s personal life.

"
Überraschend menschlich und sozial,Allemagne,10 mai 2019,Achat vérifié,"

  M.Obama, die Frau des ehemaligen amerikanischen Präsidenten erzählt aus ihrer Sicht ihren Werdegang von jungen Jahren bis zur Position der First Lady; sehr menschlich, feminin und mit kritischer Distanz.Absolute lesenswert!

"
An absolutely  amazing  story  by an awesome  storytelling Ladysmith  with a heart  as large  as the entire  world .  I purchased  the  ON-LINE  version  of this,Canada,9 janvier 2019,Achat vérifié,"

  incredibly  heartwarming  tail of  honesty and  courage  because  it was more convenient  and found  that I must purchase  the print edition  so I can have  it proudly  displayed  in my  home .PS,I am  a  proud  Canadian ,not a very  proud  caucasian.

"
Good Read,Allemagne,8 janvier 2020,Achat vérifié,"

  It’s a good book but I found it hard to understand most of the American slang she used. Very interesting and an amazing journey she has with her superhero hubby 😃

"
Good insights,Inde,8 octobre 2020,Achat vérifié,"

  Good insights on the journey and the road to White House. Well articulated and forthright on the experiences which was refreshing.

"
Fantastic !,Canada,4 février 2019,Achat vérifié,"

  Got this for my grandma and she loves it. Very fast shipping , great quality book

"
Must read,Inde,10 juillet 2019,Achat vérifié,"

  Very beautifully written.. motivational and inspiring.

"
My my Michelle...,Canada,4 mars 2019,Achat vérifié,"

  I held on to every word every nuance of becoming as if I was living it myself.this is how relatable Michelle Obama is. Bravely embracing the challenges life throws at us .the curveballs ,the dilemmas she so gracefully spun in her family’s favour.

"
NaN,Canada,25 février 2019,Achat vérifié,"

  Le contenu est intéressant, mais le livre était défecteux quand je l'ai reçu. Très déçu...

"
Warm and caring book,Allemagne,16 octobre 2019,Achat vérifié,"

  A good read. I recommend fully.

"
Nice,Canada,17 décembre 2018,Achat vérifié,"

  Purchased as a gift, so have not read it but it is a very attractive good size book.

"
A perfect book for women,Canada,18 décembre 2018,Achat vérifié,"

  I love Michelle Obama’s books d bought it for my daughter in law for Christmas this year

"
A good read for a every age group.,Inde,17 septembre 2019,Achat vérifié,"

  Michelle is a good narrator and through her story, she tries to help the reader build/work on values that every good human being shall have to make the world more livable.

"
muy bien,Espagne,18 juin 2019,Achat vérifié,"

  todo bien sin problemas

"
Perfect,Inde,12 août 2019,Achat vérifié,"

  Very teaching book. How not to forget abt ur own ambitions uf u r wife of a president. Very honest story. She had 2 eco.

"
NaN,Canada,5 janvier 2019,Achat vérifié,"

  Beaucoup de classe cette dame  elle a su nous captiver dès le début rien à comparer avec celle qui occupe la fonction  présentement.

"
An enjoyable story to read,Canada,9 février 2019,Achat vérifié,"

  Michelle Obama provides an honest view of life in the white house and what it took to get there!

"
Sehr lesenswert,Allemagne,10 juillet 2020,Achat vérifié,"

  Ein tolles Buch, was wirklich zu empfehle ist.

"
"Informativ, interessant, aufschlussreich",Allemagne,28 mars 2019,Achat vérifié,"

  Absolut lesenswert, ein guter Blick hinter die Kulissen der Politik. Michelle lässt tief blicken was es heißt als Familie so exponiert zu sein.

"
"Wholesome, Natural auto-biography",Canada,17 janvier 2020,Achat vérifié,"

  Love auto-biographies. Michelle Obama is inspiring.

"
